no_surat,konten,isi_surat,jenis
957,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim task force visitasi assessor asiin program studi s1 ilmu
komputer tahun 2023 yang dilaksanakan di program studi s1 ilmu komputer dike fmipa ugm pada
tanggal 1 april 2023 s.d. 30 september 2023.
",bukan keduanya
958,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pengenalan tema-tema riset departemen fisika yang dilaksanakan di
ruang sidang i departemen fisika fakultas mipa universitas gadjah mada pada tanggal 15 februari
2023.
",bukan keduanya
959,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop asisten eksperimen fisika modern yang dilaksanakan di
laboratorium fisika atom & inti, departemen fisika, fmipa ugm pada tanggal 18 maret 2023.
",bukan keduanya
960,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing utama skripsi yang dilaksanakan di departemen
fisika fmipa ugm pada tanggal 5 januari 2023 s.d. 26 januari 2023.
",bukan keduanya
961,hide,,bukan keduanya
962,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing utama tugas akhir/thesis bagi mahasiswa
program magister program studi fisika departemen fisika fakultas matematika dan ilmu pengetahuan
alam universitas gadjah mada pada semester gasal tahun akademik 2022/2023.
",bukan keduanya
963,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembahasan tahap akhir panduan operasional penilaian pemenuhan
kriteria dan persyaratan pengakuan lembaga akreditasi internasional yang dilaksanakan di the 1o1
jakarta airport cbc, jalan cbc raya 2 no.1, rt.001/rw.006, benda, tangerang city, banten pada
tanggal 7 februari 2023 s.d. 8 februari 2023.
",bukan keduanya
964,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai petugas pengawas ujian tengah semester genap 2022-2023
program studi magister ilmu komputer yang dilaksanakan di program studi magister ilmu komputer
departemen ilmu komputer dan elektronika fakultas matematika dan ilmu pengetahuan alam
universitas gadjah mada pada tanggal 3 maret 2023 s.d. 15 april 2023.
",bukan keduanya
965,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai asisten instruktur praktikum lab. instrumentasi dasar semester
genap t.a. 2022-2023. yang dilaksanakan di laboratorium instrumentasi dasar departemen ike
fmipa ugm pada tanggal 27 februari 2023 s.d. 9 juni 2023.
surat keterangan pengalaman dan pendukung administrasi keuangan.
",bukan keduanya
966,hide," melaksanakan kerja praktik di pt. pertamina hulu mahakam dari 1 maret 2023 s.d 31
mei 2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi mahasiswa
tersebut.
",bukan keduanya
967,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing utama skripsi yang dilaksanakan di departemen
fisika fmipa universitas gadjah mada pada tanggal 3 april 2023.
",bukan keduanya
968,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop prosedur rekognisi pembelajaran lampau program studi
sarjana elektronika dan instrumentasi dike fmipa ugm yang dilaksanakan di hotel tentrem
yogyakarta pada tanggal 5 april 2023.
",bukan keduanya
969,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan penjagaan kemanan, ketertiban, dan keselamatan di lingkungan fakultas
matematika dan ilmu pengetahuan alam universitas gadjah mada pada cuti bersama hari raya nyepi
tanggal 23 maret 2023.
",bukan keduanya
970,hide," melaksanakan kerja praktik/kuliah kerja terpadu di pt asuransi tugu pratama tbk dari
3 april 2023 s.d 29 september 2023. maka dengan ini kami mohon bantuan saudara berkenan
memberikan izin bagi mahasiswa tersebut.
",bukan keduanya
971,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tutor dan grader kalkulus ii semester genap ta 2022/2023
yang dilaksanakan di fmipa ugm pada tanggal 1 februari 2023 s.d. 30 juni 2023.
",bukan keduanya
972,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai penguji ujian skripsi/tugas akhir i program sarjana program
studi matematika yang dilaksanakan di ruang sidang iii departemen matematika lt. 3 pada tanggal 22
februari 2023.
",bukan keduanya
973,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai teknisi pada kegiatan grand launching joint (jogja
informations and technology information session) 2022 oleh himpunan mahasiswa ilmu komputer
(himakom) departemen ike fmipa ugm yang dilaksanakan di auditorium fakultas mipa lt. 7
gd. s1 fmipa pada tanggal 25 februari 2023.
",bukan keduanya
974,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing utama skripsi yang dilaksanakan di departemen
fisika fmipa universitas gadjah mada pada tanggal 27 maret 2023.
",bukan keduanya
975,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan ujian proposal tesis mahasiswa magister fisika a.n. ulfa zuhroh
twenty aprian pada tanggal 15 maret 2023.
",bukan keduanya
976,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelatihan layanan laboratorium yang dilaksanakan di lppt ugm pada
tanggal 4 mei 2023, 5 mei 2023, 11 mei 2023, 12 mei 2023, 18 mei 2023, 19 mei 2023, 25 mei 2023,
dan 26 mei 2023.
",bukan keduanya
977,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai asisten instruktur praktikum lab. instrumentasi dasar semester
genap t.a. 2022-2023. yang dilaksanakan di lab. instrumentasi dasar, fakultas mipa ugm pada
tanggal 9 maret 2023.
pendukung administrasi keuangan.
",bukan keduanya
978,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pilot training drone (pelatihan menerbangkan drone) yang
dilaksanakan di frogs indonesia jl. tarudan no.5 km. 8,6 daerah istimewa yogyakarta pada tanggal 6
februari 2023.
",bukan keduanya
979,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kegiatan sebagai penguji ujian skripsi/tugas akhir i program sarjana
program studi matematika yang dilaksanakan di ruang sidang ii departemen matematika lt. 3 fmipa
ugm pada tanggal 9 maret 2023.
",bukan keduanya
980,hide,,bukan keduanya
981,hide," melaksanakan kerja praktik/kuliah kerja terpadu di bni kcu ugm dari 1 mei 2023 s.d
30 juni 2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi
mahasiswa tersebut.
",bukan keduanya
982,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan penulisan buku ajar bpp ugm .
",bukan keduanya
983,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing / penguji proposal bagi mahasiswa kelas reguler,
semester genap t.a 2022/2023 program studi sarjana elektronika dan instrumentasi, departemen ilmu
komputer dan elektronika, fakultas matematika dan ilmu pengetahuan alam, universitas gadjah mada
pada tanggal 13 april 2023.
",bukan keduanya
984,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pemonev/reviewer kegiatan monitoring dan evaluasi tugas
akhir periode april 2023 yang dilaksanakan di program studi magister kecerdasan artifisial
departemen ike fmipa ugm pada tanggal 11 april 2023 s.d. 13 april 2023.
",bukan keduanya
985,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan .
",bukan keduanya
986,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing / penguji skripsi bagi mahasiswa kelas reguler,
semester genap t.a 2022/2023 program studi sarjana elektronika dan instrumentasi, departemen ilmu
komputer dan elektronika, fakultas matematika dan ilmu pengetahuan alam, universitas gadjah mada
pada tanggal 12 april 2023.
",bukan keduanya
987,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan .
",bukan keduanya
988,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan ujian tugas akhir/skripsi prodi geofisika a.n. fahiza alifroaini abqori
r yang dilaksanakan di ruang sidang prodi geofisika, departemen fisika, fakultas mipa ugm pada
tanggal 5 april 2023.
",bukan keduanya
989,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim penguji tesis ii dan pembimbing tesis program magister
program studi magister matematika yang dilaksanakan di ruang sidang gedung s2/s3 fmipa lantai 3
pada tanggal 14 februari 2023.
",bukan keduanya
990,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan rapat koordinasi kepegawaian fakultas matematika dan ilmu
pengetahuan alam universitas gadjah mada yang dilaksanakan di hotel novotel solo, slamet riyadi
st no.272, timuran, banjarsari, surakarta city, central java 57141 pada tanggal 10 februari 2023 s.d.
12 februari 2023.
",bukan keduanya
991,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan proses penerimaan mahasiswa baru program pascasarjana fakultas
mipa ugm semester genap ta 2022/2023 gelombang 2 yang dilaksanakan di fakultas matematika
dan ilmu pengetahuan alam ugm pada tanggal 2 januari 2023 s.d. 28 februari 2023.
",bukan keduanya
992,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai karyawan pendamping praktikum lab. instrumentasi dasar
semester genap t.a. 2022-2023 yang dilaksanakan di lab. instrumentasi dasar, departemen ike -
fakultas mipa ugm pada tanggal 27 februari 2023 s.d. 9 juni 2023.
",bukan keduanya
993,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembekalan studi penerima beasiswa unggulan tahun 2022 yang
dilaksanakan di él hotel royalé yogyakarta malioboro pada tanggal 20 maret 2023 s.d. 21 maret 2023.
",bukan keduanya
994,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai penguji ujian skripsi/tugas akhir ii program sarjana program
studi statistika yang dilaksanakan di ruang sidang i departemen matematika lantai 3 pada tanggal 17
april 2023.
",bukan keduanya
995,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai dosen pembimbing akademik mahasiswa program studi s1
ilmu komputer reguler dan iup semester genap 2022/2023 yang dilaksanakan di program studi s1
ilmu komputer reguler dan iup departemen ike fmipa ugm.
",bukan keduanya
996,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan ujian tugas akhir/skripsi prodi geofisika a.n. muhammad sutowo
zahir hibatullah yang dilaksanakan di ruang sidang prodi geofisika, departemen fisika, fakultas
mipa ugm pada tanggal 4 april 2023.
",bukan keduanya
997,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop pengembangan bahan ajar interaktif (bai) fkip-ut tahun
2023 yang dilaksanakan di gedung serbaguna lt. 2 universitas terbuka, jakarta pada tanggal 11 mei
2023 s.d. 13 mei 2023.
",bukan keduanya
998,hide," melaksanakan kerja praktik di pt prudential life assurance dari 25 januari 2023 s.d 24
juli 2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi mahasiswa
tersebut.
",bukan keduanya
999,hide," melaksanakan kerja praktik di pt. freeport indonesia dari 1 juni 2023 s.d 31 juli 2023.
maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi mahasiswa tersebut.
",bukan keduanya
1000,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing dalam ujian mbkm semester gasal 2022/2023
yang dilaksanakan di program studi s1 ilmu komputer dike fmipa ugm.
",bukan keduanya
1001,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai pembimbing / penguji skripsi bagi mahasiswa kelas reguler,
semester genap t.a 2022/2023 program studi sarjana elektronika dan instrumentasi, departemen ilmu
komputer dan elektronika, fakultas matematika dan ilmu pengetahuan alam, universitas gadjah mada
yang dilaksanakan di ruang sidang kecil 1 pada tanggal 11 mei 2023.
",bukan keduanya
1002,hide,,bukan keduanya
1003,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai instruktur pengampu dan plp praktikum kimia anorganik dan
fisik (praktikum fisika 2) pada semester genap 2022/2023 yang dilaksanakan di laboratorium kimia
fisika departemen kimia fmipa ugm pada tanggal 1 februari 2023 s.d. 30 juni 2023.
",bukan keduanya
1004,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pembimbing kuliah kerja terpadu (kkt) program sarjana program
studi ilmu aktuaria semester gasal ta 2022/2023 yang dilaksanakan di departemen matematika
fmipa ugm pada tanggal 1 agustus 2022 s.d. 31 januari 2023.
",bukan keduanya
1005,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai instruktur dan laboran praktikum kimia organik pada semester
genap 2022/2023 yang dilaksanakan di laboratorium kimia organik departemen kimia fmipa ugm
pada tanggal 1 februari 2023 s.d. 30 juni 2023.
",bukan keduanya
1006,hide,"memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan focus group discussion dengan diskusi aktuaria kebencanaan dengan
peneliti dari universiatas syiah kuala banda aceh yang dilaksanakan di ruang rapat porta hotel jl.
colombo no. 7 samirono yogyakarta pada tanggal 24 agustus 2023.",penelitian
1007,hide,"memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan monitoring progress dan diskusi teknis studi csem & progress studi
geophysics cloud base computational tool-passive seismic lanjutan yang dilaksanakan di upstream
innovation, pertamina hulu energi, jl. tb simatupang no.kav. 99, rt.1/rw.1, kebagusan, pasar
minggu, kota jakarta selatan, daerah khusus ibukota jakarta. pada tanggal 15 agustus 2023 s.d. 16
agustus 2023.",penelitian
1008,hide,"memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai peserta the ninth china-japan-korea international conference
on ring and module theory yang dilaksanakan di incheon national university, korea pada tanggal 14
agustus 2023 s.d. 19 agustus 2023.",penelitian
1009,hide,"memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pengabdian kepada masyarakat kbk fisika terapan dengan mgmp
fisika sma/ma kabupaten wonogiri, jawa tengah yang dilaksanakan di sma negeri 1 girimarto
pada tanggal 4 agustus 2023.",pengabdian masyarakat
